dropArea,Percentage
1,0.1
2,0.06
3,0.42
4,0.21
5,0.41
6,2.35
7,3.07
8,32.54
9,0.01
10,0.04
11,0.03
12,0.02
13,0.02
14,0.08
15,0.06
16,0.15
17,0.01
18,0.0
19,0.04
20,0.03
21,0.14
22,0.95
23,0.07
24,4.24
25,0.05
26,0.02
27,0.07
28,14.45
29,0.07
30,0.05
31,0.43
32,32.14
33,2.76
34,0.28
35,0.17
36,0.01
37,0.01
38,0.03
39,0.09
40,0.01
41,0.28
42,0.03
43,0.03
44,0.01
45,0.0
46,0.01
47,0.0
48,0.01
49,0.01
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.48
57,0.01
58,0.02
59,0.03
60,0.15
61,0.02
62,0.01
63,0.01
64,0.02
65,0.0
66,0.01
67,0.01
68,0.02
69,0.03
70,0.0
71,0.01
72,0.01
73,0.01
74,0.0
75,0.0
76,1.68
77,0.27
78,1.13
