dropArea,Percentage
1,0.0
2,0.08
3,0.28
4,0.08
5,0.06
6,0.83
7,1.24
8,26.39
9,0.0
10,0.06
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.03
17,0.0
18,0.0
19,0.0
20,0.0
21,0.06
22,0.19
23,0.06
24,0.83
25,0.03
26,0.0
27,0.06
28,9.47
29,0.03
30,0.11
31,0.41
32,34.48
33,10.24
34,1.08
35,0.86
36,0.06
37,0.0
38,0.14
39,0.28
40,0.03
41,0.72
42,0.11
43,0.03
44,0.0
45,0.0
46,0.03
47,0.0
48,0.03
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,2.73
57,0.03
58,0.06
59,0.11
60,0.25
61,0.03
62,0.0
63,0.0
64,0.14
65,0.03
66,0.0
67,0.0
68,0.0
69,0.06
70,0.0
71,0.03
72,0.0
73,0.0
74,0.0
75,0.03
76,8.01
77,0.17
