dropArea,Percentage
1,0.09
2,0.0
3,0.32
4,0.05
5,0.14
6,0.51
7,0.64
8,25.78
9,0.0
10,0.05
11,0.09
12,0.05
13,0.05
14,0.09
15,0.0
16,0.05
17,0.0
18,0.0
19,0.0
20,0.0
21,0.09
22,0.46
23,0.0
24,0.92
25,0.0
26,0.0
27,0.09
28,10.34
29,0.09
30,0.0
31,0.64
32,31.89
33,9.38
34,1.1
35,1.56
36,0.14
37,0.0
38,0.14
39,0.23
40,0.09
41,0.97
42,0.05
43,0.78
44,0.18
45,0.14
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,2.76
57,0.0
58,0.0
59,0.09
60,0.18
61,0.09
62,0.09
63,0.0
64,0.0
65,0.0
66,0.0
67,0.05
68,0.09
69,0.14
70,0.0
71,0.05
72,0.0
73,0.0
74,0.0
75,0.0
76,6.48
77,0.14
78,2.67
