pickupArea,Percentage
1,0.18
2,0.27
3,2.43
4,1.82
5,1.79
6,11.21
7,2.79
8,15.04
9,0.01
10,0.03
11,0.07
12,0.01
13,0.09
14,0.34
15,0.16
16,3.02
17,0.01
18,0.0
19,0.16
20,0.07
21,0.88
22,1.63
23,0.04
24,2.06
25,0.06
26,0.0
27,0.19
28,5.77
29,0.06
30,0.01
31,0.04
32,17.28
33,0.81
34,0.08
35,0.02
36,0.01
37,0.0
38,0.01
39,0.04
40,0.0
41,0.07
42,0.05
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,4.78
57,0.01
58,0.0
59,0.01
60,0.01
61,0.0
62,0.02
63,0.0
64,0.01
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.01
74,0.0
75,0.0
76,25.54
77,1.0
