dropArea,Percentage
1,0.27
2,2.04
3,1.22
4,0.41
5,0.41
6,2.31
7,1.22
8,9.78
9,0.0
10,0.14
11,0.0
12,0.0
13,0.14
14,0.27
15,0.14
16,0.14
17,0.0
18,0.0
19,0.14
20,0.0
21,0.27
22,0.41
23,0.0
24,1.09
25,0.0
26,0.0
27,0.14
28,3.8
29,0.0
30,0.14
31,0.54
32,7.34
33,1.49
34,0.41
35,0.0
36,0.0
37,0.0
38,0.41
39,0.0
40,0.0
41,0.14
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.54
57,0.0
58,0.82
59,56.25
60,0.68
61,0.0
62,0.0
63,0.0
64,0.0
65,0.14
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,1.36
77,0.68
78,4.76
